AT,GO,contig,O_sativa_locus_annotation,ProbeName,TargetID,Sig Index PrF_T3_Oil,Sig Index PrF_T3_State,Sum Sig Index for F-Tests,Avg Sig Index for F-Tests
AT4G17330,GO:0000226/GO:0003723/GO:0000226/GO:0009630/GO:0005634/GO:0009506/GO:0000911,S_5sp_contig04392,LOC_Os10g41030,CUST_67_PI428634872,S_5sp_contig04392,1,0,1,0.5
AT3G55800,GO:0019684/GO:0019252/GO:0035304/GO:0009773/GO:0010363/GO:0009507/GO:0006612/GO:0019761/GO:0009570/GO:0010310/GO:0009570/GO:0042742/GO:0009570/GO:0019344/GO:0019760/GO:0009862/GO:0031348/GO:0009657/GO:0009570/GO:0009941/GO:0005975/GO:0009697/GO:0019684/GO:0050832/GO:0043085/GO:0009570/GO:0048046/GO:0019252/GO:0009773/GO:0009570/GO:0000023/GO:0009862/GO:0000023/GO:0009867/GO:0010310/GO:0006364/GO:0009570/GO:0005986/GO:0005975/GO:0006098/GO:0009697/GO:0010207/GO:0019288/GO:0009570/GO:0042578/GO:0009814/GO:0042742/GO:0009409/GO:0010207/GO:0019684/GO:0019760/GO:0010200/GO:0010103/GO:0009570/GO:0009595/GO:0009867/GO:0019252/GO:0009507/GO:0009570/GO:0009941/GO:0005986/GO:0010363/GO:0019344/GO:0019761/GO:0016051/GO:0050832/GO:0009579/GO:0009862/GO:0006612/GO:0010207/GO:0035304/GO:0009570/GO:0009773/GO:0042578/GO:0009657/GO:0043900/GO:0009941/GO:0009941/GO:0019253/GO:0006098/GO:0010207/GO:0042742/GO:0019253/GO:0009814/GO:0035304/GO:0009570/GO:0050278/GO:0009409/GO:0009507/GO:0019252/GO:0000165/GO:0009862/GO:0006364/GO:0019288/GO:0042742,S_5sp_contig48270,LOC_Os04g16680,CUST_6806_PI428634872,S_5sp_contig48270,1,0,1,0.5
AT1G18730,GO:0009535/GO:0006098/GO:0009535/GO:0009535/GO:0009507/GO:0009535/GO:0006364/GO:0019684/GO:0009535/GO:0015995/GO:0009535/GO:0009535/GO:0009773/GO:0070838/GO:0009507/GO:0009535/GO:0009535/GO:0009773/GO:0009853/GO:0019684/GO:0009535/GO:0009507/GO:0003674/GO:0009853/GO:0009507/GO:0000023/GO:0006364/GO:0015979/GO:0019684/GO:0015979/GO:0019252/GO:0009773/GO:0030003/GO:0009507/GO:0015995/GO:0006098/GO:0010598/GO:0019252/GO:0000023/GO:0010598,S_5sp_contig48292,LOC_Os02g51020,CUST_6810_PI428634872,S_5sp_contig48292,1,0,1,0.5
AT2G25950,GO:0005634/GO:0008150/GO:0003674,S_5sp_contig48326,LOC_Os01g37832,CUST_6820_PI428634872,S_5sp_contig48326,1,0,1,0.5
AT4G16410,GO:0008150/GO:0003674/GO:0009507,S_5sp_contig48332,LOC_Os07g41630,CUST_6822_PI428634872,S_5sp_contig48332,1,0,1,0.5
NA,,S_5sp_contig48333,LOC_Os05g01040,CUST_6823_PI428634872,S_5sp_contig48333,1,0,1,0.5
AT1G62040,GO:0006914/GO:0006301/GO:0008017/GO:0006301/GO:0006661/GO:0006301/GO:0009507/GO:0006914/GO:0006661,S_5sp_contig48370,LOC_Os07g32800,CUST_6828_PI428634872,S_5sp_contig48370,1,0,1,0.5
AT5G42960,GO:0009507/GO:0009536/GO:0008150/GO:0009941/GO:0009941/GO:0009507/GO:0003674/GO:0005739/GO:0009941/GO:0009536/GO:0009941/GO:0009941/GO:0009941/GO:0009941/GO:0009941,S_5sp_contig48380,LOC_Os03g63860,CUST_6829_PI428634872,S_5sp_contig48380,1,0,1,0.5
AT3G03740,GO:0005515/GO:0005634/GO:0071472/GO:0005829/GO:0071472/GO:0042631/GO:0006970/GO:0042631/GO:0042631/GO:0006970/GO:0071472,S_5sp_contig17155_RC,LOC_Os07g07270,CUST_682_PI428634872,S_5sp_contig17155_RC,1,0,1,0.5
AT2G45300,GO:0009570/GO:0003824/GO:0003866/GO:0009073/GO:0009073/GO:0009570/GO:0009423/GO:0009423/GO:0009570/GO:0009570/GO:0009507/GO:0003866/GO:0018920/GO:0009507/GO:0009507/GO:0018920/GO:0016765,S_5sp_contig48399,LOC_Os06g04280,CUST_6833_PI428634872,S_5sp_contig48399,1,1,2,1
AT1G34780,GO:0005576/GO:0005576/GO:0045454,S_5sp_contig48404,LOC_Os02g51850,CUST_6834_PI428634872,S_5sp_contig48404,1,1,2,1
AT3G07300,GO:0005634/GO:0006446/GO:0005085/GO:0044237/GO:0005634/GO:0006413/GO:0044237/GO:0003743/GO:0006446/GO:0005525/GO:0005634/GO:0006446/GO:0006413/GO:0044237/GO:0050790/GO:0005851/GO:0044237/GO:0003743/GO:0005525/GO:0005851/GO:0005851/GO:0044237/GO:0006413/GO:0044237/GO:0005851,S_5sp_contig17176,LOC_Os10g25320,CUST_683_PI428634872,S_5sp_contig17176,1,1,2,1
AT3G48140,GO:0003674/GO:0010150/GO:0005777/GO:0005739/GO:0005777,S_5sp_contig48484,LOC_Os07g17330,CUST_6845_PI428634872,S_5sp_contig48484,1,0,1,0.5
AT4G31200,GO:0003723/GO:0003723/GO:0006396/GO:0006396/GO:0003723/GO:0048046/GO:0003723/GO:0005737/GO:0005737/GO:0005737/GO:0006396/GO:0006396/GO:0006396/GO:0006396/GO:0006396/GO:0006396,S_5sp_contig48495_RC,LOC_Os06g46880,CUST_6846_PI428634872,S_5sp_contig48495_RC,1,1,2,1
AT1G55510,GO:0008152/GO:0003824/GO:0005739/GO:0003863,S_5sp_contig48513,LOC_Os07g07470,CUST_6848_PI428634872,S_5sp_contig48513,1,0,1,0.5
AT3G48560,GO:0009570/GO:0009082/GO:0009082/GO:0030976/GO:0050660/GO:0003824/GO:0050660/GO:0009082/GO:0003984/GO:0009082/GO:0009570/GO:0000287/GO:0009570/GO:0009507/GO:0003984/GO:0016740/GO:0009570/GO:0004737/GO:0009507,S_5sp_contig17182,LOC_Os02g30630,CUST_684_PI428634872,S_5sp_contig17182,1,0,1,0.5
AT3G48070,GO:0005634/GO:0005634/GO:0008270/GO:0008270,S_5sp_contig17230,LOC_Os04g38970,CUST_686_PI428634872,S_5sp_contig17230,1,0,1,0.5
AT5G59410,GO:0003674/GO:0009507/GO:0008150,S_5sp_contig48715,LOC_Os05g01994,CUST_6874_PI428634872,S_5sp_contig48715,1,0,1,0.5
AT1G44000,GO:0009658/GO:0009658/GO:0003674/GO:0005739,S_5sp_contig48731,LOC_Os04g59610,CUST_6878_PI428634872,S_5sp_contig48731,1,0,1,0.5
AT3G08650,GO:0055085/GO:0016020/GO:0046873/GO:0030001/GO:0030001/GO:0055085/GO:0046873/GO:0005886/GO:0046873/GO:0005886/GO:0030001/GO:0016020/GO:0016020/GO:0055085/GO:0055085,S_5sp_contig17242,LOC_Os05g25194,CUST_687_PI428634872,S_5sp_contig17242,1,1,2,1
AT5G50600,GO:0009507/GO:0000166/GO:0016491/GO:0072582/GO:0072555/GO:0009741/GO:0016491/GO:0009741/GO:0009737/GO:0008202/GO:0070524/GO:0008152,S_5sp_contig48739,LOC_Os11g30560,CUST_6882_PI428634872,S_5sp_contig48739,1,0,1,0.5
AT2G43560,GO:0009534/GO:0009657/GO:0010027/GO:0009543/GO:0009657/GO:0000413/GO:0009570/GO:0009534/GO:0003755/GO:0006364/GO:0019684/GO:0005528/GO:0009543/GO:0009543/GO:0018208/GO:0009543/GO:0009507/GO:0009543/GO:0005528/GO:0009570/GO:0009507/GO:0009570/GO:0010207/GO:0019684/GO:0000413/GO:0006098/GO:0031977/GO:0009543/GO:0015979/GO:0019288/GO:0016020/GO:0003755/GO:0010207/GO:0010207/GO:0006457/GO:0006457/GO:0010027/GO:0006098/GO:0009579/GO:0006457/GO:0009543/GO:0010207/GO:0019288/GO:0000413/GO:0009570/GO:0009543/GO:0009543/GO:0006364/GO:0018208/GO:0009534/GO:0009534/GO:0009579/GO:0019684/GO:0018208/GO:0009543/GO:0015979/GO:0009543/GO:0009543,S_5sp_contig48770,LOC_Os08g42850,CUST_6886_PI428634872,S_5sp_contig48770,1,0,1,0.5
AT3G08650,GO:0055085/GO:0016020/GO:0046873/GO:0030001/GO:0030001/GO:0055085/GO:0046873/GO:0005886/GO:0046873/GO:0005886/GO:0030001/GO:0016020/GO:0016020/GO:0055085/GO:0055085,S_5sp_contig17243,LOC_Os05g25194,CUST_688_PI428634872,S_5sp_contig17243,1,1,2,1
AT5G09300,GO:0016624/GO:0003863/GO:0008152/GO:0008152/GO:0005739/GO:0005739/GO:0005739/GO:0016624/GO:0005739/GO:0008152,S_5sp_contig48828,LOC_Os12g08260,CUST_6902_PI428634872,S_5sp_contig48828,1,0,1,0.5
AT2G39080,GO:0009570/GO:0009570/GO:0009507/GO:0009570/GO:0009570/GO:0009570/GO:0009570/GO:0009507/GO:0009570/GO:0000166/GO:0009570,S_5sp_contig48856,LOC_Os01g26970,CUST_6905_PI428634872,S_5sp_contig48856,1,1,2,1
AT4G10340,GO:0010218/GO:0016168/GO:0009517/GO:0009535/GO:0009579/GO:0009533/GO:0009535/GO:0010155/GO:0009637/GO:0009783/GO:0009534/GO:0009533/GO:0009535/GO:0009507/GO:0010114/GO:0016168/GO:0009535/GO:0009535/GO:0009535/GO:0009517/GO:0030076/GO:0009535/GO:0009744/GO:0010218/GO:0010287/GO:0010287/GO:0010287/GO:0009535/GO:0009535/GO:0019344/GO:0009644/GO:0010287/GO:0009765/GO:0015979/GO:0009517/GO:0016020/GO:0009517/GO:0016020/GO:0015979/GO:0009765/GO:0010114/GO:0009783/GO:0009535/GO:0009507/GO:0009534/GO:0009533/GO:0009535/GO:0010196/GO:0015979/GO:0009507/GO:0009534/GO:0009535/GO:0010287/GO:0009535/GO:0009517/GO:0006364/GO:0009535/GO:0019344/GO:0010287/GO:0006364/GO:0009637/GO:0010287/GO:0010287/GO:0009533/GO:0009765/GO:0015979/GO:0009534/GO:0009535,S_5sp_contig48904,LOC_Os11g13890,CUST_6910_PI428634872,S_5sp_contig48904,1,0,1,0.5
AT4G16260,GO:0009817/GO:0005618/GO:0005774/GO:0004553/GO:0003824/GO:0009651/GO:0043169/GO:0004553/GO:0009817/GO:0005774/GO:0009651/GO:0005774/GO:0002215/GO:0002215,S_5sp_contig48908,LOC_Os01g71860,CUST_6911_PI428634872,S_5sp_contig48908,1,0,1,0.5
AT1G43670,GO:0005983/GO:0042132/GO:0009737/GO:0042578/GO:0005634/GO:0005829/GO:0005975/GO:0005983/GO:0015979/GO:0009750/GO:0005737/GO:0030388/GO:0006000/GO:0042132/GO:0005737/GO:0030388/GO:0005986/GO:0015979/GO:0005986,S_5sp_contig48946_RC,LOC_Os05g36270,CUST_6916_PI428634872,S_5sp_contig48946_RC,1,0,1,0.5
AT1G16890,GO:0005634/GO:0005634/GO:0005634/GO:0006511/GO:0005886/GO:0004842/GO:0005886/GO:0005515/GO:0016881/GO:0005515/GO:0010053/GO:0010039/GO:0004842/GO:0006511/GO:0005829/GO:0031372/GO:0010053/GO:0005515/GO:0016881/GO:0006511/GO:0016881/GO:0005515,S_5sp_contig17299,LOC_Os01g48280,CUST_691_PI428634872,S_5sp_contig17299,1,0,1,0.5
AT1G10360,GO:0009407/GO:0004364/GO:0005737/GO:0009407/GO:0009407/GO:0010304/GO:0009407/GO:0010304/GO:0010304/GO:0010583/GO:0005737/GO:0006098/GO:0006098,S_5sp_contig48963,LOC_Os10g38610,CUST_6920_PI428634872,S_5sp_contig48963,1,1,2,1
AT1G55160,GO:0005739/GO:0005739/GO:0005739/GO:0009507/GO:0009507/GO:0008150/GO:0009536/GO:0009507/GO:0003674,S_5sp_contig48988,LOC_Os01g39780,CUST_6923_PI428634872,S_5sp_contig48988,1,0,1,0.5
AT5G24510,GO:0022626/GO:0022626/GO:0005840/GO:0022626/GO:0005737/GO:0003735/GO:0005622/GO:0006414/GO:0022626/GO:0005840/GO:0006414/GO:0006414/GO:0006414/GO:0006414/GO:0006414/GO:0003735,S_5sp_contig49072,LOC_Os08g02340,CUST_6930_PI428634872,S_5sp_contig49072,1,0,1,0.5
AT3G45140,GO:0015994/GO:0008652/GO:0009535/GO:0080027/GO:0009106/GO:0009409/GO:0009651/GO:0031408/GO:0015994/GO:0009108/GO:0005515/GO:0009535/GO:0009414/GO:0019252/GO:0009570/GO:0009941/GO:0016165/GO:0009535/GO:0009737/GO:0009617/GO:0009753/GO:0009507/GO:0009570/GO:0006733/GO:0034440/GO:0009535/GO:0009507/GO:0000023/GO:0009570/GO:0009695/GO:0007030/GO:0005737/GO:0009570/GO:0009269/GO:0006636/GO:0009611/GO:0009651/GO:0009695/GO:0009106/GO:0009117/GO:0009570/GO:0009941/GO:0009695/GO:0009072/GO:0009695/GO:0016117/GO:0030003/GO:0009570/GO:0009507/GO:0009507/GO:0009535/GO:0006766/GO:0019216/GO:0080027/GO:0000023/GO:0019252/GO:0009570/GO:0009570/GO:0009414/GO:0009695/GO:0009611/GO:0009072/GO:0009108/GO:0016165/GO:0009695/GO:0009409/GO:0009117/GO:0009570/GO:0009570/GO:0016165/GO:0015995/GO:0008652/GO:0009535/GO:0009269/GO:0016117/GO:0006546/GO:0009570/GO:0009507/GO:0000096/GO:0006546/GO:0019748/GO:0034440/GO:0044272/GO:0009416/GO:0007030/GO:0031408/GO:0009535/GO:0000096/GO:0009535/GO:0009535/GO:0009507/GO:0019288/GO:0009941/GO:0006636/GO:0009941/GO:0009535/GO:0051707/GO:0070838/GO:0006733/GO:0009611/GO:0044272/GO:0009535/GO:0009535/GO:0009535/GO:0009535/GO:0009695/GO:0009620/GO:0019288/GO:0009570/GO:0009753/GO:0015995/GO:0009535/GO:0009695/GO:0006816,S_5sp_contig49112,LOC_Os08g39850,CUST_6939_PI428634872,S_5sp_contig49112,1,1,2,1
AT1G09340,GO:0010200/GO:0032544/GO:0042631/GO:0045727/GO:0005996/GO:0018119/GO:0010363/GO:0009867/GO:0045727/GO:0005777/GO:0010218/GO:0010207/GO:0045893/GO:0009862/GO:0019684/GO:0019684/GO:0045893/GO:0010287/GO:0035304/GO:0009965/GO:0006098/GO:0009697/GO:0009409/GO:0009867/GO:0009902/GO:0009409/GO:0016117/GO:0042742/GO:0042793/GO:0015995/GO:0003723/GO:0043085/GO:0010319/GO:0042631/GO:0045727/GO:0006364/GO:0009814/GO:0010207/GO:0032544/GO:0005777/GO:0018119/GO:0006364/GO:0005773/GO:0009570/GO:0018119/GO:0006636/GO:0009570/GO:0009570/GO:0050832/GO:0010319/GO:0009611/GO:0009862/GO:0009853/GO:0009853/GO:0009902/GO:0006612/GO:0005840/GO:0048046/GO:0019288/GO:0019684/GO:0010207/GO:0005515/GO:0005773/GO:0010287/GO:0030154/GO:0010319/GO:0007623/GO:0042742/GO:0032544/GO:0009570/GO:0035304/GO:0010207/GO:0045893/GO:0009507/GO:0016020/GO:0042793/GO:0009657/GO:0009657/GO:0010287/GO:0009941/GO:0005777/GO:0010363/GO:0010114/GO:0019288/GO:0045893/GO:0009658/GO:0009570/GO:0010310/GO:0010027/GO:0045893/GO:0009862/GO:0009941/GO:0010287/GO:0035304/GO:0031348/GO:0010319/GO:0043900/GO:0032544/GO:0042631/GO:0009814/GO:0010287/GO:0009941/GO:0010287/GO:0042742/GO:0005794/GO:0009697/GO:0034660/GO:0016117/GO:0010287/GO:0009409/GO:0005777/GO:0006098/GO:0006364/GO:0010319/GO:0006636/GO:0006612/GO:0042742/GO:0007623/GO:0009507/GO:0010310/GO:0010027/GO:0000165/GO:0015995/GO:0009637/GO:0009658/GO:0009506/GO:0050832/GO:0034660/GO:0045893/GO:0009507/GO:0009570/GO:0009595/GO:0009409/GO:0009570/GO:0009570/GO:0010287/GO:0042793/GO:0006364/GO:0009862/GO:0010319/GO:0009941,S_5sp_contig49113,LOC_Os12g23180,CUST_6940_PI428634872,S_5sp_contig49113,1,0,1,0.5
AT1G44750,GO:0005345/GO:0006863/GO:0006863/GO:0009507/GO:0005345/GO:0015931/GO:0016020/GO:0015931,S_5sp_contig49222_RC,LOC_Os02g46380,CUST_6961_PI428634872,S_5sp_contig49222_RC,1,0,1,0.5
AT5G13190,GO:0010363/GO:0009646/GO:0009867/GO:0006612/GO:0006612/GO:0030968/GO:0010363/GO:0009863/GO:0005886/GO:0030968/GO:0005515/GO:0009863/GO:0034051/GO:0034051/GO:0009867/GO:0030968,S_5sp_contig49234,LOC_Os02g31100,CUST_6963_PI428634872,S_5sp_contig49234,1,0,1,0.5
AT5G25450,GO:0006122/GO:0006122/GO:0006122/GO:0006122/GO:0005750/GO:0006122/GO:0005739/GO:0008121/GO:0016020/GO:0008121/GO:0005750/GO:0008121/GO:0005750/GO:0006122/GO:0005739/GO:0005739/GO:0006122/GO:0006122/GO:0008121/GO:0008121/GO:0008121/GO:0006122/GO:0005750,S_5sp_contig49245,LOC_Os03g59220,CUST_6965_PI428634872,S_5sp_contig49245,1,0,1,0.5
AT3G57430,GO:0009507/GO:0031425/GO:0009507/GO:0031425,S_5sp_contig49288,LOC_Os04g02850,CUST_6971_PI428634872,S_5sp_contig49288,1,0,1,0.5
AT5G47430,GO:0006470/GO:0008150/GO:0005634/GO:0008270/GO:0008270/GO:0003676/GO:0045132/GO:0005634/GO:0005634/GO:0031048/GO:0008270/GO:0007062/GO:0006470/GO:0031048/GO:0005634/GO:0003676/GO:0005634/GO:0007062/GO:0031048/GO:0005634/GO:0006470,S_5sp_contig49297,LOC_Os10g29560,CUST_6973_PI428634872,S_5sp_contig49297,1,0,1,0.5
AT5G17190,GO:0006007/GO:0016021/GO:0005739/GO:0006886/GO:0005783/GO:0003674/GO:0006886,S_5sp_contig49301,LOC_Os02g50210,CUST_6975_PI428634872,S_5sp_contig49301,1,0,1,0.5
AT3G12750,GO:0016020/GO:0005385/GO:0005385/GO:0006833/GO:0006829/GO:0046873/GO:0071577/GO:0030001/GO:0071577/GO:0005886/GO:0010043/GO:0005385/GO:0006826/GO:0016021/GO:0006829/GO:0055085/GO:0005385/GO:0010106/GO:0055085/GO:0010106,S_5sp_contig49324,LOC_Os07g12890,CUST_6979_PI428634872,S_5sp_contig49324,1,0,1,0.5
AT5G25270,GO:0005634/GO:0003674,S_5sp_contig49335,LOC_Os08g19830,CUST_6981_PI428634872,S_5sp_contig49335,1,1,2,1
AT1G42550,GO:0035304/GO:0006364/GO:0034660/GO:0045893/GO:0009902/GO:0009507/GO:0010207/GO:0009902/GO:0010207/GO:0042793/GO:0003674/GO:0009902/GO:0009902/GO:0042793/GO:0005886/GO:0035304/GO:0035304/GO:0006364/GO:0010027/GO:0010207/GO:0034660/GO:0045893/GO:0042793/GO:0045893/GO:0010207/GO:0010027,S_5sp_contig49386,LOC_Os09g38090,CUST_6990_PI428634872,S_5sp_contig49386,1,0,1,0.5
AT5G32450,GO:0003676/GO:0000166/GO:0003676,S_5sp_contig49414,LOC_Os03g53770,CUST_6994_PI428634872,S_5sp_contig49414,1,0,1,0.5
NA,,S_5sp_contig49460,LOC_Os02g10030,CUST_6997_PI428634872,S_5sp_contig49460,1,0,1,0.5
AT4G10300,GO:0005634/GO:0019252/GO:0003674/GO:0019288/GO:0019252/GO:0019288/GO:0009507/GO:0000023/GO:0000023,S_5sp_contig49485,LOC_Os04g36760,CUST_7002_PI428634872,S_5sp_contig49485,1,1,2,1
AT5G50400,GO:0004722/GO:0003993/GO:0046872/GO:0016787/GO:0003993/GO:0005576,S_5sp_contig49569,LOC_Os08g41880,CUST_7009_PI428634872,S_5sp_contig49569,1,0,1,0.5
AT1G06680,GO:0009579/GO:0009543/GO:0042742/GO:0042742/GO:0009535/GO:0009941/GO:0030095/GO:0009697/GO:0006612/GO:0010207/GO:0009814/GO:0019684/GO:0010218/GO:0031348/GO:0031977/GO:0009535/GO:0009595/GO:0050832/GO:0009543/GO:0009543/GO:0019684/GO:0006364/GO:0048046/GO:0009535/GO:0009570/GO:0042742/GO:0005509/GO:0009534/GO:0009814/GO:0009657/GO:0009773/GO:0009867/GO:0000165/GO:0009862/GO:0009657/GO:0009570/GO:0009535/GO:0009654/GO:0009543/GO:0009543/GO:0010155/GO:0010310/GO:0009535/GO:0009507/GO:0015979/GO:0009507/GO:0009535/GO:0008266/GO:0009409/GO:0019344/GO:0010207/GO:0009507/GO:0009570/GO:0009570/GO:0015979/GO:0006612/GO:0009535/GO:0009534/GO:0030095/GO:0009654/GO:0009535/GO:0009867/GO:0015979/GO:0009534/GO:0009644/GO:0019684/GO:0009941/GO:0009579/GO:0010207/GO:0009773/GO:0009507/GO:0009543/GO:0009507/GO:0009637/GO:0009862/GO:0010310/GO:0010363/GO:0009570/GO:0009534/GO:0009535/GO:0030095/GO:0030095/GO:0019684/GO:0019344/GO:0009570/GO:0009535/GO:0030095/GO:0009862/GO:0042742/GO:0010114/GO:0009534/GO:0009534/GO:0009543/GO:0009543/GO:0009409/GO:0009941/GO:0009534/GO:0015979/GO:0009535/GO:0009535/GO:0006364/GO:0010207/GO:0009579/GO:0009534/GO:0009697/GO:0010363/GO:0009535/GO:0048046/GO:0009744/GO:0042742/GO:0042742/GO:0009941/GO:0009862/GO:0009773/GO:0010200/GO:0009579/GO:0009570/GO:0019898/GO:0009535/GO:0005509/GO:0009570/GO:0009579/GO:0009535/GO:0019684/GO:0019684/GO:0050832/GO:0043900,S_5sp_contig49572,LOC_Os07g04840,CUST_7010_PI428634872,S_5sp_contig49572,1,0,1,0.5
AT4G29390,GO:0022627/GO:0006412/GO:0006412/GO:0006412/GO:0022627/GO:0005730/GO:0005840/GO:0022627/GO:0005622/GO:0006412/GO:0005730/GO:0022627/GO:0003735/GO:0001510/GO:0003735/GO:0005737/GO:0005840/GO:0001510/GO:0006412/GO:0006412,S_5sp_contig49589,LOC_Os02g56014,CUST_7011_PI428634872,S_5sp_contig49589,1,0,1,0.5
AT5G27730,GO:0016556/GO:0008150/GO:0005575/GO:0003674/GO:0016556,S_5sp_contig49599,LOC_Os01g70550,CUST_7013_PI428634872,S_5sp_contig49599,1,0,1,0.5
AT5G23860,GO:0010583/GO:0045298/GO:0005525/GO:0005737/GO:0005794/GO:0007010/GO:0009651/GO:0043234/GO:0003924/GO:0005874/GO:0007017/GO:0005737/GO:0009651/GO:0043234/GO:0016020/GO:0005525/GO:0051258/GO:0006184/GO:0005515/GO:0006094/GO:0009409/GO:0007018/GO:0006184/GO:0005874/GO:0005525/GO:0007018/GO:0010498/GO:0005198/GO:0005200/GO:0009409/GO:0005794/GO:0007010/GO:0010498/GO:0010498/GO:0006184/GO:0007017/GO:0005198/GO:0007017/GO:0003924/GO:0005525/GO:0051258/GO:0006184,S_5sp_contig49627,LOC_Os03g01530,CUST_7017_PI428634872,S_5sp_contig49627,1,1,2,1
AT5G48930,GO:0009805/GO:0016020/GO:0009611/GO:0009963/GO:0009809/GO:0006612/GO:0009805/GO:0005829/GO:0005515/GO:0009963/GO:0010363/GO:0016740/GO:0009963/GO:0005737/GO:0047172/GO:0009963/GO:0010252/GO:0006612/GO:0009809/GO:0005737/GO:0047205/GO:0005737/GO:0010363,S_5sp_contig49702,LOC_Os02g39850,CUST_7024_PI428634872,S_5sp_contig49702,1,0,1,0.5
AT2G09990,GO:0006412/GO:0006412/GO:0022627/GO:0022626/GO:0009506/GO:0022626/GO:0022626/GO:0006412/GO:0022626/GO:0022626/GO:0022627/GO:0006412/GO:0022626/GO:0022626/GO:0005737/GO:0005622/GO:0005840/GO:0022627/GO:0003735/GO:0022626/GO:0006412/GO:0022627/GO:0005829/GO:0022626/GO:0022627/GO:0003735/GO:0005618/GO:0022627/GO:0006412/GO:0022627/GO:0022626/GO:0009507/GO:0022627/GO:0016020/GO:0022626/GO:0009507/GO:0022626,S_5sp_contig49767,LOC_Os12g03090,CUST_7027_PI428634872,S_5sp_contig49767,1,0,1,0.5
AT2G21130,GO:0006457/GO:0006457/GO:0007623/GO:0006457/GO:0003755/GO:0009409/GO:0003755/GO:0006457/GO:0006457/GO:0006457/GO:0005737/GO:0009414/GO:0005829/GO:0009409/GO:0009414/GO:0005886/GO:0009737,S_5sp_contig49825,LOC_Os02g02890,CUST_7034_PI428634872,S_5sp_contig49825,1,0,1,0.5
AT2G30570,GO:0006364/GO:0015979/GO:0009535/GO:0015979/GO:0042549/GO:0009657/GO:0006364/GO:0009523/GO:0009535/GO:0042549/GO:0009507/GO:0015979/GO:0010207/GO:0010207/GO:0009523/GO:0010207/GO:0009535/GO:0009535/GO:0042549/GO:0009657/GO:0010207/GO:0009535/GO:0003674/GO:0015979/GO:0009507,S_5sp_contig49856,LOC_Os05g43310,CUST_7035_PI428634872,S_5sp_contig49856,1,0,1,0.5
AT1G05000,GO:0043407/GO:0004725/GO:0016311/GO:0004721/GO:0016791/GO:0016791/GO:0043407/GO:0016311/GO:0004725/GO:0043407/GO:0005737/GO:0016791/GO:0005737/GO:0043407/GO:0007243/GO:0016311/GO:0016311,S_5sp_contig49932,LOC_Os06g10650,CUST_7042_PI428634872,S_5sp_contig49932,1,0,1,0.5
AT4G13270,GO:0048193/GO:0000902/GO:0016049/GO:0003674/GO:0000902/GO:0005634/GO:0048193/GO:0008150,S_5sp_contig49955,LOC_Os03g48950,CUST_7044_PI428634872,S_5sp_contig49955,1,0,1,0.5
AT2G04030,GO:0009570/GO:0009570/GO:0009570/GO:0009570/GO:0009408/GO:0006457/GO:0005524/GO:0005774/GO:0006457/GO:0006457/GO:0009793/GO:0009507/GO:0005524/GO:0009941/GO:0009704/GO:0009658/GO:0005774/GO:0009570/GO:0009408/GO:0009651/GO:0009570/GO:0009570/GO:0009658/GO:0009507/GO:0009570/GO:0009570/GO:0005524/GO:0005739/GO:0009570/GO:0005739/GO:0009651/GO:0005774/GO:0005524/GO:0009570/GO:0009941/GO:0009507/GO:0045037/GO:0051082/GO:0005774/GO:0009941/GO:0005524/GO:0005524/GO:0005524/GO:0009941/GO:0005524/GO:0009570/GO:0005739/GO:0009941/GO:0009570/GO:0009941/GO:0005524/GO:0009570/GO:0045037/GO:0009507/GO:0048481/GO:0009507/GO:0010157/GO:0005774/GO:0009507/GO:0009536/GO:0005774/GO:0005739/GO:0005524/GO:0051082/GO:0009570/GO:0009941/GO:0009704/GO:0009414/GO:0009570/GO:0009941/GO:0009414,S_5sp_contig49961,LOC_Os08g38086,CUST_7045_PI428634872,S_5sp_contig49961,1,0,1,0.5
AT4G27280,GO:0009611/GO:0005509/GO:0080167/GO:0005509/GO:0009612/GO:0010200/GO:0005886,S_5sp_contig50115,LOC_Os06g46950,CUST_7058_PI428634872,S_5sp_contig50115,1,1,2,1
