AT,TargetID
AT1G47380,S_5sp_contig42781
AT2G41835,S_5sp_contig42782
AT1G68260,S_5sp_contig42786
AT3G09390,S_5sp_contig03205
AT4G03110,S_5sp_contig42788_RC
AT4G16710,S_5sp_contig42792
AT5G32440,S_5sp_contig42808
AT1G45000,S_5sp_contig42823
NA,S_5sp_contig42834
AT3G42790,S_5sp_contig42835
AT1G16130,S_5sp_contig42840
AT4G02080,S_5sp_contig42845
AT5G19280,S_5sp_contig42849_RC
AT4G38520,S_5sp_contig14770_RC
AT3G29280,S_5sp_contig42859
AT4G36650,S_5sp_contig42867
AT2G19600,S_5sp_contig42868
AT4G23160,S_5sp_contig42872_RC
AT4G26910,S_5sp_contig14807_RC
AT1G28510,S_5sp_contig42918
AT3G05530,S_5sp_contig14816_RC
AT5G25940,S_5sp_contig42947
AT4G25840,S_5sp_contig42963
AT3G21240,S_5sp_contig42978
AT5G11480,S_5sp_contig42989_RC
AT4G02610,S_5sp_contig43015
AT5G48545,S_5sp_contig43017
AT4G35220,S_5sp_contig43023_RC
AT4G31020,S_5sp_contig43033
AT2G34160,S_5sp_contig43040
AT3G54710,S_5sp_contig43053
AT1G44960,S_5sp_contig43060
AT1G55080,S_5sp_contig43072
AT2G01060,S_5sp_contig43078_RC
AT5G57850,S_5sp_contig43081
AT1G11890,S_5sp_contig43086
AT2G31560,S_5sp_contig43122
AT4G33500,S_5sp_contig43123
AT3G25500,S_5sp_contig43133
AT5G44650,S_5sp_contig43134
AT2G29960,S_5sp_contig43149_RC
AT3G13060,S_5sp_contig14963
AT5G04080,S_5sp_contig43170
AT3G52890,S_5sp_contig43193
AT5G11640,S_5sp_contig43197
AT4G33625,S_5sp_contig43199
AT5G10480,S_5sp_contig43208
NA,S_5sp_contig03651_RC
AT2G38820,S_5sp_contig43222
AT1G17840,S_5sp_contig43245
AT2G38440,S_5sp_contig43250
AT2G29210,S_5sp_contig43255
AT1G65010,S_5sp_contig43277_RC
AT3G18760,S_5sp_contig43281
AT1G05060,S_5sp_contig43311
AT3G16190,S_5sp_contig43319
AT4G34310,S_5sp_contig43333
AT1G55900,S_5sp_contig43339
AT3G26330,S_5sp_contig43347
AT2G32850,S_5sp_contig43349
AT4G05200,S_5sp_contig43374
AT5G10050,S_5sp_contig43406
AT5G38470,S_5sp_contig15063
AT4G23900,S_5sp_contig43444
AT1G79350,S_5sp_contig43460
AT1G30300,S_5sp_contig43467_RC
AT5G38470,S_5sp_contig15067
AT1G71790,S_5sp_contig43471_RC
AT2G28370,S_5sp_contig43488
AT5G57580,S_5sp_contig43502
AT5G48970,S_5sp_contig43527
AT1G29760,S_5sp_contig43539
AT1G80950,S_5sp_contig43557
AT5G56750,S_5sp_contig43565_RC
AT5G24520,S_5sp_contig43571
AT4G16440,S_5sp_contig43573
AT3G22550,S_5sp_contig43582
AT2G20850,S_5sp_contig43591
AT2G34860,S_5sp_contig43611
AT5G22000,S_5sp_contig15173
AT3G12360,S_5sp_contig43656
AT2G37090,S_5sp_contig43702
AT5G43280,S_5sp_contig43711
AT5G20490,S_5sp_contig43722
AT3G17180,S_5sp_contig43725
ATMG01120,S_5sp_contig43726
AT1G68740,S_5sp_contig43748
AT5G47810,S_5sp_contig43754
AT2G14680,S_5sp_contig43761
AT2G05590,S_5sp_contig43767
AT5G05340,S_5sp_contig43781
AT5G10560,S_5sp_contig43800_RC
AT1G05350,S_5sp_contig15222
AT3G12260,S_5sp_contig43805
AT1G61140,S_5sp_contig43806_RC
AT3G25400,S_5sp_contig43815
AT1G05350,S_5sp_contig15223
AT3G54130,S_5sp_contig43851
AT1G05350,S_5sp_contig15224
AT1G52220,S_5sp_contig43853_RC
AT2G28550,S_5sp_contig43861
AT1G69380,S_5sp_contig43892_RC
AT5G65380,S_5sp_contig43898
AT4G31860,S_5sp_contig15257
AT1G21580,S_5sp_contig43928_RC
AT5G65000,S_5sp_contig43955
AT3G29270,S_5sp_contig43971
AT2G42880,S_5sp_contig44012_RC
AT4G27990,S_5sp_contig44017
AT1G61790,S_5sp_contig44026
AT5G19130,S_5sp_contig44027
AT5G22360,S_5sp_contig44028
AT1G61730,S_5sp_contig44034
NA,S_5sp_contig44035_RC
AT2G22560,S_5sp_contig44038
AT3G58180,S_5sp_contig44043
AT1G18060,S_5sp_contig44072
AT3G54380,S_5sp_contig44082
AT4G02530,S_5sp_contig44114
AT1G02840,S_5sp_contig44122
AT4G12110,S_5sp_contig44136
NA,S_5sp_contig44153
AT2G32040,S_5sp_contig44159
AT3G05030,S_5sp_contig44184
AT1G80560,S_5sp_contig15383_RC
AT4G39330,S_5sp_contig44212
AT1G18680,S_5sp_contig44230
AT1G56500,S_5sp_contig44248
AT4G18370,S_5sp_contig44255
AT4G21860,S_5sp_contig44258
AT1G56090,S_5sp_contig44283
AT5G17420,S_5sp_contig44288
AT1G06790,S_5sp_contig44303
AT4G27340,S_5sp_contig44318
AT1G75390,S_5sp_contig44332_RC
AT5G18840,S_5sp_contig44391
AT2G26890,S_5sp_contig44401
AT3G10572,S_5sp_contig15474
AT4G16070,S_5sp_contig44457
AT5G45370,S_5sp_contig44472
AT2G20020,S_5sp_contig44492
AT3G22880,S_5sp_contig44519_RC
AT3G12210,S_5sp_contig44535
AT3G12110,S_5sp_contig44561
AT3G07630,S_5sp_contig44643
AT1G55915,S_5sp_contig44666
AT4G32770,S_5sp_contig44667_RC
AT4G13270,S_5sp_contig44672
AT3G23340,S_5sp_contig03957
AT1G58430,S_5sp_contig44718_RC
AT3G49725,S_5sp_contig44751
AT3G07170,S_5sp_contig15586
AT1G79260,S_5sp_contig44762_RC
AT1G07615,S_5sp_contig44768
AT5G55120,S_5sp_contig44795
AT3G19830,S_5sp_contig44800
AT5G03560,S_5sp_contig44808
AT1G26660,S_5sp_contig44820
AT5G08370,S_5sp_contig15624
AT1G76040,S_5sp_contig44892
AT2G46540,S_5sp_contig44897
AT4G11880,S_5sp_contig44917
AT2G32480,S_5sp_contig44919
AT5G05880,S_5sp_contig44926
AT2G43945,S_5sp_contig44932
AT5G64070,S_5sp_contig44944
AT1G29390,S_5sp_contig44952
AT4G35220,S_5sp_contig44960
AT3G23250,S_5sp_contig44983
AT4G17540,S_5sp_contig45001
NA,S_5sp_contig15656
AT2G22230,S_5sp_contig45027
AT5G08020,S_5sp_contig45028
AT5G22280,S_5sp_contig45052
AT1G59960,S_5sp_contig45053
AT5G23150,S_5sp_contig15701_RC
AT5G22875,S_5sp_contig45089
AT1G18080,S_5sp_contig45102
AT1G53530,S_5sp_contig45112
AT3G17440,S_5sp_contig45117
AT3G47810,S_5sp_contig45119
AT3G17440,S_5sp_contig45125
AT4G02530,S_5sp_contig45174
AT2G26640,S_5sp_contig45211
AT2G38730,S_5sp_contig15790
NA,S_5sp_contig45271
AT4G29430,S_5sp_contig45278
AT3G03810,S_5sp_contig45286
AT2G28315,S_5sp_contig45288
AT5G06560,S_5sp_contig45347
AT3G59110,S_5sp_contig45373
AT1G15140,S_5sp_contig45377
AT4G32590,S_5sp_contig45380
AT1G58390,S_5sp_contig45387_RC
AT5G13830,S_5sp_contig45418
AT4G29480,S_5sp_contig45436
AT3G48440,S_5sp_contig45438_RC
AT5G03150,S_5sp_contig45446
AT4G18780,S_5sp_contig45450
NA,S_5sp_contig45475
AT1G28220,S_5sp_contig45480_RC
AT5G24850,S_5sp_contig45513
AT5G18860,S_5sp_contig45518
AT1G66580,S_5sp_contig16143_RC
AT2G45140,S_5sp_contig45624
AT4G33420,S_5sp_contig45626
AT5G24530,S_5sp_contig45645_RC
AT1G17370,S_5sp_contig16181
AT1G26180,S_5sp_contig45671
AT3G20910,S_5sp_contig45687
ATCG01100,S_5sp_contig04151_RC
AT5G58250,S_5sp_contig45750
NA,S_5sp_contig45756
AT2G36145,S_5sp_contig45784
AT3G21630,S_5sp_contig45785
AT2G24830,S_5sp_contig45789
NA,S_5sp_contig45797
AT4G31430,S_5sp_contig45822
AT4G26090,S_5sp_contig45849
AT5G48970,S_5sp_contig45851
AT5G47430,S_5sp_contig45895
AT1G57540,S_5sp_contig45920
AT5G24800,S_5sp_contig16290_RC
AT4G39670,S_5sp_contig45939
AT5G05610,S_5sp_contig45943
AT1G72410,S_5sp_contig45960
AT1G23220,S_5sp_contig45964
AT5G57550,S_5sp_contig45984
AT4G15610,S_5sp_contig45996
AT5G18610,S_5sp_contig45999_RC
AT4G29840,S_5sp_contig46012
AT2G37570,S_5sp_contig16301
AT4G17540,S_5sp_contig46022
AT1G26740,S_5sp_contig46040
AT5G65540,S_5sp_contig46143
AT3G21070,S_5sp_contig46162
AT3G43980,S_5sp_contig46166
AT4G01290,S_5sp_contig46173
AT3G22850,S_5sp_contig46229
AT2G19880,S_5sp_contig46260
AT2G38330,S_5sp_contig46309
AT1G76760,S_5sp_contig46324
AT1G16080,S_5sp_contig46327
AT1G63120,S_5sp_contig46402
AT5G10270,S_5sp_contig46410
AT2G31440,S_5sp_contig46467
AT3G01480,S_5sp_contig46491
AT5G49710,S_5sp_contig46500
AT4G34540,S_5sp_contig46501
AT3G18080,S_5sp_contig46504
AT3G11600,S_5sp_contig46612
AT2G03070,S_5sp_contig46613
AT5G64070,S_5sp_contig16538_RC
AT4G09650,S_5sp_contig46661
AT4G35880,S_5sp_contig46705
AT3G26400,S_5sp_contig46706
AT3G12130,S_5sp_contig46739
AT3G02645,S_5sp_contig46744
AT4G01900,S_5sp_contig46758
AT3G23100,S_5sp_contig46806
AT5G50890,S_5sp_contig46828
AT3G54140,S_5sp_contig46861
NA,S_5sp_contig46932
AT3G63400,S_5sp_contig46963
AT5G27280,S_5sp_contig47002
AT3G55990,S_5sp_contig47003
AT5G67540,S_5sp_contig16702
AT1G17370,S_5sp_contig47179
AT5G14720,S_5sp_contig47192
AT3G22400,S_5sp_contig47199
AT3G23250,S_5sp_contig47208
AT3G51150,S_5sp_contig47274
AT1G74970,S_5sp_contig47320
AT5G54500,S_5sp_contig47433
AT5G15270,S_5sp_contig47439
AT5G05710,S_5sp_contig47505
AT5G48240,S_5sp_contig47510
NA,S_5sp_contig47517
AT4G36430,S_5sp_contig47522
AT3G12120,S_5sp_contig47534
AT1G01500,S_5sp_contig47577
AT1G29150,S_5sp_contig16835_RC
AT5G52750,S_5sp_contig47662
AT3G18830,S_5sp_contig47668
AT3G59290,S_5sp_contig47683
AT2G33990,S_5sp_contig47696
AT2G20850,S_5sp_contig47718
AT1G27330,S_5sp_contig47757
NA,S_5sp_contig47764
AT1G09320,S_5sp_contig47780
NA,S_5sp_contig47827
AT2G47690,S_5sp_contig47850
AT1G34780,S_5sp_contig47905
NA,S_5sp_contig47908
AT5G53650,S_5sp_contig47981
AT3G06310,S_5sp_contig47990
AT5G18610,S_5sp_contig16954
AT4G28660,S_5sp_contig48015
AT2G17890,S_5sp_contig16985
AT5G19130,S_5sp_contig48067
AT5G12080,S_5sp_contig48134
AT4G34830,S_5sp_contig48143_RC
AT1G15690,S_5sp_contig48151
AT1G31330,S_5sp_contig48186
AT1G19240,S_5sp_contig48202
AT4G17330,S_5sp_contig04392
AT3G55800,S_5sp_contig48270
AT1G18730,S_5sp_contig48292
AT2G25950,S_5sp_contig48326
AT4G16410,S_5sp_contig48332
NA,S_5sp_contig48333
AT1G62040,S_5sp_contig48370
AT5G42960,S_5sp_contig48380
AT3G03740,S_5sp_contig17155_RC
AT2G45300,S_5sp_contig48399
AT1G34780,S_5sp_contig48404
AT3G07300,S_5sp_contig17176
AT3G48140,S_5sp_contig48484
AT4G31200,S_5sp_contig48495_RC
AT1G55510,S_5sp_contig48513
AT3G48560,S_5sp_contig17182
AT3G48070,S_5sp_contig17230
AT5G59410,S_5sp_contig48715
AT1G44000,S_5sp_contig48731
AT3G08650,S_5sp_contig17242
AT5G50600,S_5sp_contig48739
AT2G43560,S_5sp_contig48770
AT3G08650,S_5sp_contig17243
AT5G09300,S_5sp_contig48828
AT2G39080,S_5sp_contig48856
AT4G10340,S_5sp_contig48904
AT4G16260,S_5sp_contig48908
AT1G43670,S_5sp_contig48946_RC
AT1G16890,S_5sp_contig17299
AT1G10360,S_5sp_contig48963
AT1G55160,S_5sp_contig48988
AT5G24510,S_5sp_contig49072
AT3G45140,S_5sp_contig49112
AT1G09340,S_5sp_contig49113
AT1G44750,S_5sp_contig49222_RC
AT5G13190,S_5sp_contig49234
AT5G25450,S_5sp_contig49245
AT3G57430,S_5sp_contig49288
AT5G47430,S_5sp_contig49297
AT5G17190,S_5sp_contig49301
AT3G12750,S_5sp_contig49324
AT5G25270,S_5sp_contig49335
AT1G42550,S_5sp_contig49386
AT5G32450,S_5sp_contig49414
NA,S_5sp_contig49460
AT4G10300,S_5sp_contig49485
AT5G50400,S_5sp_contig49569
AT1G06680,S_5sp_contig49572
AT4G29390,S_5sp_contig49589
AT5G27730,S_5sp_contig49599
AT5G23860,S_5sp_contig49627
AT5G48930,S_5sp_contig49702
AT2G09990,S_5sp_contig49767
AT2G21130,S_5sp_contig49825
AT2G30570,S_5sp_contig49856
AT1G05000,S_5sp_contig49932
AT4G13270,S_5sp_contig49955
AT2G04030,S_5sp_contig49961
AT4G27280,S_5sp_contig50115
AT3G55800,S_5sp_contig50120
AT4G12730,S_5sp_contig50162
AT5G45890,S_5sp_contig50169
AT3G49910,S_5sp_contig50184
NA,S_5sp_contig50209
AT4G36130,S_5sp_contig50321
AT5G20490,S_5sp_contig17593_RC
AT1G15710,S_5sp_contig50342
AT4G35160,S_5sp_contig50373
AT3G62160,S_5sp_contig50458
AT1G58390,S_5sp_contig50477
NA,S_5sp_contig50559
AT5G21090,S_5sp_contig50637
AT3G29000,S_5sp_contig50638
AT1G47480,S_5sp_contig50786
AT1G77800,S_5sp_contig17674
AT1G30380,S_5sp_contig50817
AT3G62020,S_5sp_contig50820_RC
AT5G48930,S_5sp_contig50923
AT5G44740,S_5sp_contig50965_RC
AT1G62750,S_5sp_contig17715
AT3G08970,S_5sp_contig51034
AT2G16430,S_5sp_contig51040
AT1G67740,S_5sp_contig51083
AT4G13020,S_5sp_contig17760
AT4G25740,S_5sp_contig51299
AT2G26500,S_5sp_contig51300
AT3G26000,S_5sp_contig51405
AT3G47070,S_5sp_contig51454
NA,S_alt_contig00044_NB
AT5G45480,S_alt_contig00046
AT3G57890,S_alt_contig00052
AT5G54310,S_alt_contig00055
AT3G54350,S_5sp_contig17832
AT5G60920,S_alt_contig00069
AT5G56750,S_alt_contig00078
NA,S_5sp_contig17842
AT1G67120,S_alt_contig00097
AT2G01910,S_alt_contig00104
AT3G51730,S_alt_contig00107_RC
AT4G21880,S_alt_contig00121
AT3G55480,S_alt_contig00132
AT1G09795,S_alt_contig00134
AT5G11860,S_alt_contig00146
AT2G38320,S_alt_contig00148
AT5G41150,S_alt_contig00149_RC
AT3G24255,S_alt_contig00151_RC
AT4G19640,S_alt_contig00153_RC
AT3G04260,S_alt_contig00160
AT4G15530,S_alt_contig00172_RC
AT1G06110,S_5sp_contig17956
ATCG00890,S_alt_contig00182_RC
NA,S_alt_contig00184_NB
NA,S_alt_contig00185_NB
AT4G23100,S_alt_contig00187
AT2G39840,S_alt_contig00205
AT1G25290,S_alt_contig00206_RC
AT5G17920,S_alt_contig00220_RC
AT1G61250,S_alt_contig00233
NA,S_alt_contig00241_NB
AT1G72410,S_alt_contig00246
AT1G04300,S_5sp_contig17998
AT5G05660,S_alt_contig00263
AT3G09090,S_alt_contig00301
AT3G05950,S_alt_contig00309_RC
AT3G05950,S_alt_contig00310_RC
AT5G05170,S_alt_contig00311
AT4G30160,S_alt_contig00314
AT3G13460,S_alt_contig00318_RC
AT4G14310,S_alt_contig00320_RC
NA,S_alt_contig00322_NB
AT3G15160,S_alt_contig00325
AT1G70300,S_5sp_contig18099
AT3G50670,S_alt_contig00334_RC
AT5G20490,S_alt_contig00346_RC
AT3G58050,S_alt_contig00350
AT1G53590,S_alt_contig00353_RC
AT4G34890,S_alt_contig00364_RC
AT1G64050,S_5sp_contig18128
AT5G14620,S_alt_contig00370_RC
AT4G34610,S_alt_contig00381
AT1G47240,S_alt_contig00383_RC
AT2G36850,S_alt_contig00397_RC
AT5G17920,S_alt_contig00401_RC
AT1G58440,S_alt_contig00403
AT1G43722,S_alt_contig00407_RC
AT1G44446,S_alt_contig00420_RC
AT4G17620,S_5sp_contig18167_RC
AT1G66240,S_alt_contig00437_RC
AT1G22620,S_alt_contig00445_RC
AT2G42320,S_5sp_contig04422_RC
AT3G14470,S_alt_contig00465_RC
AT2G46560,S_alt_contig00470_RC
NA,S_alt_contig00486_NB
AT5G41210,S_alt_contig00498_RC
AT5G49720,S_5sp_contig18244
AT4G25970,S_alt_contig00513
AT5G49720,S_5sp_contig18245
AT1G74580,S_alt_contig00515_RC
AT5G19220,S_alt_contig00523
AT5G49720,S_5sp_contig18247
NA,S_alt_contig00529_NB
AT1G59750,S_alt_contig00545_RC
AT1G63940,S_alt_contig00549
AT5G05580,S_alt_contig00551
AT5G05410,S_5sp_contig18275_RC
NA,S_alt_contig00576_RC
AT5G19180,S_alt_contig00584
AT1G69830,S_alt_contig00586_RC
AT4G34100,S_alt_contig00594
AT2G21870,S_alt_contig00601
NA,S_alt_contig00604_NB
AT3G29200,S_alt_contig00605_RC
AT1G48030,S_alt_contig00611
AT5G13410,S_alt_contig00628
AT5G19440,S_alt_contig00629
AT2G41720,S_alt_contig00636
AT1G32490,S_alt_contig00639_RC
NA,S_alt_contig00642_RC
AT2G33150,S_alt_contig00645_RC
AT5G57110,S_alt_contig00652
AT1G13440,S_alt_contig00664
AT1G30000,S_alt_contig00668_RC
AT3G53500,S_alt_contig00674_RC
AT4G17720,S_alt_contig00677
AT2G25910,S_5sp_contig18424
AT4G17890,S_alt_contig00711
AT2G06510,S_alt_contig00713
AT2G44160,S_alt_contig00725
AT5G48790,S_5sp_contig04583
AT4G17530,S_alt_contig00726
AT2G39130,S_alt_contig00733
AT4G34100,S_alt_contig00740_RC
AT1G73840,S_5sp_contig18478
AT5G46410,S_alt_contig00756_RC
AT2G41140,S_alt_contig00767_RC
AT4G32410,S_alt_contig00776
AT4G03550,S_alt_contig00780_RC
AT1G73840,S_5sp_contig18482
AT3G20980,S_alt_contig00793
NA,S_alt_contig00797_NB
AT1G49590,S_alt_contig00800
AT3G20910,S_5sp_contig18550
AT1G05180,S_alt_contig00807
AT5G64130,S_alt_contig00814
AT2G35330,S_5sp_contig18586
AT1G44835,S_alt_contig00836
AT3G56440,S_alt_contig00843
NA,S_5sp_contig18658_RC
AT3G55440,S_alt_contig00849_RC
AT1G64230,S_alt_contig00851_RC
AT3G25800,S_alt_contig00857
NA,S_5sp_contig18660_RC
NA,S_alt_contig00863_RC
AT2G38280,S_alt_contig00865
AT4G04920,S_alt_contig00876_RC
AT4G02280,S_alt_contig00886
AT3G04260,S_alt_contig00887_RC
AT3G13235,S_alt_contig00889
AT2G02030,S_alt_contig00891
AT4G17910,S_alt_contig00897_RC
AT3G60030,S_alt_contig00904
NA,S_alt_contig00909_NB
AT2G30695,S_alt_contig00912_RC
NA,S_alt_contig00913_NB
AT5G57655,S_alt_contig00919
AT5G23040,S_5sp_contig18784
AT5G48380,S_alt_contig00924
AT2G33290,S_alt_contig00938_RC
AT5G27740,S_alt_contig00958_RC
AT5G45275,S_alt_contig00966_RC
AT4G02450,S_alt_contig00968_RC
NA,S_alt_contig00979_NB
AT3G58530,S_5sp_contig18875_RC
AT1G47056,S_5sp_contig18892
AT1G64230,S_alt_contig01000_RC
AT3G59760,S_alt_contig01012
AT4G39170,S_alt_contig01015_RC
AT2G31040,S_5sp_contig18947
AT3G08690,S_alt_contig01023
AT4G14960,S_alt_contig01029
AT1G47310,S_alt_contig01043
AT3G24120,S_5sp_contig18970
AT1G68000,S_alt_contig01050_RC
AT4G28990,S_alt_contig01055_RC
AT1G65660,S_alt_contig01062_RC
AT3G55020,S_alt_contig01066
AT5G36880,S_alt_contig01086
AT1G48880,S_alt_contig01099
AT3G21810,S_alt_contig01100
AT4G03200,S_alt_contig01114_RC
AT1G16860,S_alt_contig01117_RC
AT2G39760,S_5sp_contig19030
AT2G38840,S_alt_contig01122_RC
AT3G02520,S_alt_contig01128
AT3G59770,S_alt_contig01129
AT2G39760,S_5sp_contig19034
AT5G20720,S_alt_contig01149_RC
AT3G03140,S_alt_contig01157_RC
AT1G56720,S_alt_contig01170
AT4G29380,S_alt_contig01178
AT1G09570,S_alt_contig01183
AT5G25060,S_alt_contig01186_RC
AT4G18710,S_alt_contig01192_RC
AT2G01110,S_alt_contig01196_RC
AT3G11670,S_alt_contig01197
AT3G53540,S_alt_contig01198_RC
AT1G32120,S_alt_contig01212
AT4G35490,S_alt_contig01213_RC
AT4G38760,S_alt_contig01219_RC
AT2G33040,S_alt_contig01223_RC
AT2G41790,S_alt_contig01226_RC
AT1G06390,S_alt_contig01230_RC
AT1G54570,S_alt_contig01236
AT3G53620,S_alt_contig01239
AT5G25770,S_alt_contig01240_RC
AT3G55270,S_alt_contig01244
AT3G07040,S_alt_contig01255
AT3G47060,S_alt_contig01257
AT4G19645,S_alt_contig01258_RC
AT5G22080,S_alt_contig01259_RC
AT4G26640,S_alt_contig01265
AT5G42950,S_alt_contig01266
NA,S_alt_contig01295
AT5G27380,S_alt_contig01306
AT3G53970,S_alt_contig01311_RC
AT5G51660,S_alt_contig01314_RC
AT5G61530,S_alt_contig01315_RC
AT4G23850,S_alt_contig01325
AT5G24560,S_5sp_contig19270
AT4G40030,S_alt_contig01334
AT5G43310,S_alt_contig01335_RC
AT5G16880,S_alt_contig01341_RC
AT1G30470,S_alt_contig01342_RC
AT1G17640,S_5sp_contig19295
AT5G06260,S_alt_contig01347
AT4G12800,S_5sp_contig19347
AT4G21700,S_alt_contig01362
AT1G36180,S_alt_contig01384_RC
AT3G54660,S_alt_contig01385_RC
AT3G63460,S_alt_contig01387
AT3G54190,S_alt_contig01395_RC
AT5G64130,S_alt_contig01402
AT2G47240,S_alt_contig01404_RC
AT4G11740,S_alt_contig01413_RC
AT4G14960,S_alt_contig01420
AT5G43490,S_alt_contig01429
AT2G22250,S_alt_contig01431
AT1G56120,S_alt_contig01438
NA,S_alt_contig01452_NB
AT5G13650,S_alt_contig01453_RC
AT5G08680,S_alt_contig01466
AT1G27210,S_alt_contig01490_RC
AT3G24190,S_5sp_contig19494
AT5G59710,S_alt_contig01493_RC
AT3G44750,S_alt_contig01498_RC
AT4G05120,S_alt_contig01505_RC
AT1G09150,S_alt_contig01508
NA,S_alt_contig01514
AT5G39660,S_alt_contig01522_RC
AT5G46030,S_alt_contig01526_RC
AT3G62900,S_alt_contig01531_RC
AT3G52850,S_alt_contig01535
AT3G24190,S_5sp_contig19498
AT3G07640,S_alt_contig01539_RC
AT4G01800,S_alt_contig01541_RC
AT3G13570,S_alt_contig01558
AT5G62090,S_alt_contig01559_RC
AT1G66680,S_alt_contig01562_RC
AT4G01020,S_alt_contig01567
AT3G12250,S_alt_contig01571_RC
AT3G54170,S_alt_contig01577
AT5G07910,S_alt_contig01584_RC
AT1G64990,S_5sp_contig19530
AT4G24940,S_alt_contig01591
NA,S_alt_contig01598_NB
AT3G61060,S_alt_contig01607
AT3G47740,S_alt_contig01620
AT5G61820,S_alt_contig01625
AT5G16880,S_alt_contig01638
AT3G29400,S_alt_contig01642_RC
AT5G56340,S_alt_contig01647
AT5G57000,S_alt_contig01651_RC
AT2G23980,S_alt_contig01653
AT5G18260,S_alt_contig01663_RC
AT4G33950,S_alt_contig01664_RC
AT1G65930,S_alt_contig01671
AT3G16170,S_alt_contig01679
AT5G35700,S_alt_contig01683
AT3G13772,S_alt_contig01687
AT5G03040,S_5sp_contig19564
AT4G26180,S_alt_contig01702
AT3G49400,S_alt_contig01707_RC
NA,S_alt_contig01716_NB
AT5G46030,S_alt_contig01734_RC
AT1G36160,S_alt_contig01753_RC
AT1G02305,S_alt_contig01763
AT3G57930,S_alt_contig01767
AT4G16420,S_alt_contig01770
AT2G46540,S_alt_contig01776
AT5G55600,S_alt_contig01804
AT1G63050,S_alt_contig01805_RC
AT1G35530,S_alt_contig01815_RC
AT1G01220,S_alt_contig01837
AT4G20410,S_alt_contig01838_RC
AT2G12400,S_alt_contig01840_RC
AT5G56580,S_alt_contig01850_RC
AT2G02040,S_alt_contig01851
AT1G58350,S_5sp_contig19680
AT2G36680,S_alt_contig01865
AT1G31070,S_alt_contig01869
AT3G11670,S_5sp_contig19685
AT5G35210,S_alt_contig01895_RC
AT1G09830,S_alt_contig01900_RC
AT2G30500,S_alt_contig01901_RC
AT1G14610,S_alt_contig01905
AT4G14350,S_alt_contig01926
AT1G54460,S_alt_contig01929_RC
AT3G51140,S_alt_contig01933_RC
AT4G09730,S_alt_contig01938
AT3G22190,S_alt_contig01950
AT1G36050,S_alt_contig01955_RC
AT2G30650,S_5sp_contig19831
AT5G61040,S_alt_contig02009
AT3G25840,S_5sp_contig19836
AT4G28025,S_alt_contig02017_RC
AT3G47570,S_alt_contig02025
AT3G15160,S_alt_contig02029_RC
AT4G39870,S_alt_contig02045
AT1G18270,S_alt_contig02049_RC
AT1G22180,S_5sp_contig19910
AT1G24764,S_alt_contig02059
AT4G10790,S_5sp_contig19919
AT2G16920,S_alt_contig02074_RC
AT1G07590,S_alt_contig02075_RC
AT4G16310,S_alt_contig02078
AT5G64700,S_alt_contig02079_RC
NA,S_alt_contig02081_NB
AT1G02840,S_alt_contig02088_RC
AT1G14340,S_alt_contig02090_RC
AT1G05960,S_alt_contig02095_RC
AT5G08130,S_5sp_contig19934
AT5G67040,S_alt_contig02107_RC
AT2G38440,S_alt_contig02109
AT1G16560,S_alt_contig02110
AT1G69010,S_5sp_contig19936
AT5G35970,S_alt_contig02128_RC
NA,S_alt_contig02131_RC
AT5G48630,S_alt_contig02135_RC
AT3G18620,S_alt_contig02144_RC
AT4G23850,S_alt_contig02149
AT5G43950,S_alt_contig02194_RC
AT1G56423,S_5sp_contig04866
AT1G60200,S_alt_contig02199
AT4G17170,S_alt_contig02200_RC
AT2G21150,S_alt_contig02201_RC
AT5G43930,S_alt_contig02204_RC
AT3G07950,S_alt_contig02207
AT5G64740,S_alt_contig02212
AT1G27750,S_alt_contig02218
AT3G13772,S_alt_contig02219
AT4G32760,S_alt_contig02224_RC
AT3G15355,S_alt_contig02231_RC
AT2G43360,S_alt_contig02242
AT3G09390,S_alt_contig02247_RC
NA,S_alt_contig02250_RC
AT5G19400,S_alt_contig02270
AT5G57990,S_alt_contig02271
AT4G34840,S_alt_contig02273
AT5G18610,S_alt_contig02278_RC
AT1G10630,S_alt_contig02289_RC
AT3G02520,S_alt_contig02299_RC
AT3G12490,S_alt_contig02308
AT2G41740,S_alt_contig02311
AT3G63420,S_alt_contig02313
AT1G19835,S_alt_contig02318
AT3G47160,S_5sp_contig20007
AT4G29840,S_alt_contig02330
AT1G50370,S_alt_contig02337_RC
AT1G75510,S_alt_contig02341
AT2G24360,S_alt_contig02347_RC
AT1G73460,S_alt_contig02348
AT5G56740,S_5sp_contig20011_RC
AT5G16400,S_alt_contig02364
AT4G22285,S_alt_contig02367_RC
AT1G24190,S_alt_contig02372
AT5G26760,S_alt_contig02393
AT2G36810,S_alt_contig02395_RC
AT3G60820,S_alt_contig02397
AT3G59350,S_alt_contig02409
AT2G25280,S_alt_contig02422
AT3G17850,S_alt_contig02430
AT1G30890,S_alt_contig02432
AT4G27650,S_alt_contig02436
AT5G04430,S_alt_contig02441
AT5G45360,S_alt_contig02450
AT1G21320,S_alt_contig02451
AT1G69360,S_alt_contig02454
AT5G35330,S_alt_contig02459
AT3G56940,S_alt_contig02464
AT3G08890,S_alt_contig02469
AT1G07570,S_alt_contig02470
AT3G27925,S_5sp_contig20080_RC
AT5G49880,S_alt_contig02474
AT2G43710,S_alt_contig02476
